StarID,Hip,HD,HR,Gliese,BayerFlamsteed,ProperName,RA,Dec,Distance,Mag,AbsMag,Spectrum,ColorIndex
9777,13942,18692,901,,   Zet For, ,2.99335152,-25.27433851,32.34152652,5.69,3.141197426,F3V         ,0.427
9783,13949,18482,886,,          , ,2.99440778,41.03305347,239.2344498,5.89,-1.004118591,K2          ,1.445
9785,13951,18633,899,,  5    Eri, ,2.99476734,-2.46490094,102.4590164,5.56,0.507249088,B9.5V       ,-0.072
9788,13954,18604,896,, 91Lam Cet, ,2.99524897,8.90740111,130.0390117,4.71,-0.860368301,B6III       ,-0.109
9793,13965,18474,885,,          , ,2.99716183,47.22063875,170.9401709,5.47,-0.69422067,G4p         ,0.869
9840,14036,18700,902,,          , ,3.01224811,10.87047197,135.3179973,5.93,0.273222192,K6          ,1.593
9846,14043,18537,890,,          , ,3.01449556,52.35179769,243.902439,5.24,-1.696080716,B7V         ,-0.049
9861,14060,18784,907,,  8Rho1Eri, ,3.01943516,-7.66283629,93.37068161,5.75,0.898947354,K0II        ,1.043
9880,14086,18907,914,Wo 9107  ,   Eps For, ,3.02706953,-28.09048221,30.35822708,5.88,3.468617974,G8/K0V      ,0.794
9894,14109,18769,905,, 49    Ari, ,3.03170844,26.46234187,65.6167979,5.91,1.824924835,A3m         ,0.141
9895,14110,18885,912,,          , ,3.0322481,-9.96139327,86.58008658,5.84,1.152909921,G6III:      ,1.092
9906,14131,19400,939,,   The Hyi, ,3.03761036,-71.90249547,161.0305958,5.51,-0.524541999,B8III/IV    ,-0.125
9907,14135,18884,911,, 92Alp Cet,Menkar,3.03799418,4.08992539,67.47638327,2.54,-1.605758982,M2III       ,1.63
9911,14143,18883,910,, 93    Cet, ,3.03958558,4.35287042,136.6120219,5.62,-0.057444595,B7V         ,-0.107
9912,14146,18978,919,Gl 121   , 11Tau3Eri, ,3.03988697,-23.62433613,26.42007926,4.08,1.970329419,A4V         ,0.163
9930,14168,18953,917,,  9Rho2Eri, ,3.04507202,-7.68546315,79.0513834,5.32,0.830452628,K0II-III    ,0.941
9941,14187,19141,929,,          , ,3.04884491,-46.97504226,251.8891688,5.81,-1.196047466,K2/K3III    ,1.304
9978,14240,19319,934,,   Mu  Hor, ,3.06025103,-59.73761994,42.24757076,5.12,1.99099129,F0IV        ,0.349
10012,14293,19107,925,, 10Rho3Eri, ,3.07124367,-7.60089934,43.06632214,5.26,2.089311077,A8V         ,0.193
10038,14328,18925,915,, 23Gam Per, ,3.07994173,53.50645031,78.6163522,2.91,-1.567564443,G8III+...   ,0.716
10058,14354,19058,921,, 25Rho Per, ,3.08624916,38.84053298,99.70089731,3.32,-1.673495335,M3IIIvar    ,1.528
10076,14376,19134,927,, 52    Ari, ,3.09074647,25.25519906,123.3045623,5.45,-0.004895729,B7Vn        ,-0.031
10081,14382,18970,918,,          , ,3.09234047,56.7055481,62.69592476,4.77,0.783803437,K0II-III    ,1.018
10105,14417,18438,881,,          , ,3.10220893,79.41851027,213.2196162,5.49,-1.154135786,F7IV comp SB,1.569
10117,14439,19270,931,,          , ,3.10657987,13.18740263,97.94319295,5.64,0.68512871,K3III       ,1.087
10129,14456,19349,935,,          , ,3.10930225,-6.08854227,163.9344262,5.23,-0.843350825,M3III       ,1.575
10163,14502,19065,922,,          , ,3.12194912,64.05760178,170.9401709,5.89,-0.27422067,B9V         ,-0.02
10177,14521,20313,981,,          , ,3.125528,-78.98942329,76.1614623,5.67,1.26132363,F2II-III    ,0.298
10217,14576,19356,936,, 26Bet Per,Algol,3.13614714,40.9556512,28.45759818,2.09,-0.180991214,B8V         ,-0.003
10260,14632,19373,937,Gl 124   ,   Iot Per, ,3.1508009,49.61350009,10.53407774,4.05,3.937017404,G0V         ,0.595
10288,14668,19476,941,, 27Kap Per, ,3.1582303,44.85788896,34.42340792,3.79,1.105730684,K0III       ,0.98
10295,14677,19548,944,, 55    Ari, ,3.16020212,29.07711221,346.0207612,5.74,-1.955510786,B8III       ,0.115
10361,14764,19698,948,,          , ,3.17743759,11.87269252,160.2564103,5.97,-0.054077052,B8V         ,-0.061
10397,14817,19656,947,, 28Ome Per, ,3.18816707,39.61157075,93.5453695,4.61,-0.245111474,K1III       ,1.115
10413,14838,19787,951,, 57Del Ari, ,3.19379712,19.72669777,51.44032922,4.35,0.793481303,K2IIIvar    ,1.033
10416,14844,18778,906,,          , ,3.19523682,81.47071191,61.99628022,5.92,1.958171837,A7III-IV    ,0.149
10429,14862,19275,932,,          , ,3.19895514,74.39386878,49.62779156,4.85,1.371375252,A2Vnn       ,0.035
10440,14879,20010,963,Gl 127  A,   Alp For, ,3.20118888,-28.98910623,14.11233418,3.95,3.20200574,F8V         ,0.543
10452,14893,19832,954,, 56    Ari, ,3.20395516,27.25701296,113.8952164,5.78,0.49747258,B9p Si      ,-0.106
10468,14913,20121,968,,          , ,3.20713306,-44.41965395,43.80201489,5.92,2.712529557,F3V+...     ,0.44
10470,14915,19926,958,,          , ,3.20732497,6.66088598,239.2344498,5.55,-1.344118591,K1IIIpe+... ,1.011
10482,14930,20234,977,,          , ,3.20920552,-57.32158199,403.2258065,5.71,-2.317741596,C5II        ,2.419
10496,14954,19994,962,Gl 128  A, 94    Cet, ,3.21286767,-1.19593294,22.37637055,5.06,3.311051773,F8V         ,0.575
10536,15004,19845,956,,          , ,3.22329397,48.17699884,95.51098376,5.93,1.029733408,G9III       ,0.972
10613,15110,20150,972,, 58Zet Ari, ,3.24836521,21.04462873,104.2752868,4.87,-0.220906964,A1V         ,-0.007
10643,15154,20149,971,,          , ,3.25567989,30.55667481,132.9787234,5.61,-0.008910797,A1Vs        ,0.012
10671,15192,20041,964,,          , ,3.26332572,57.14062522,495.049505,5.79,-2.683243153,A0Ia        ,0.644
10674,15197,20320,984,, 13Zet Eri, ,3.26389633,-8.8198405,36.79175865,4.8,1.971247262,A5m         ,0.232
10678,15201,21024,1025,,   Iot Hyi, ,3.26593279,-77.38860498,29.39447384,5.51,3.168671546,F4III       ,0.438
10692,15219,20123,969,,          , ,3.27005684,50.93771066,255.7544757,5.04,-1.999116213,G5II        ,1.107
10709,15241,20277,978,,          , ,3.2764423,32.18421948,168.9189189,5.98,-0.158391466,G8IV        ,0.988
10751,15305,20640,998,,          , ,3.29072278,-47.7517377,145.137881,5.84,0.03109611,K2III       ,1.228
10769,15330,20766,1006,Gl 136   ,   Zet1Ret, ,3.29568586,-62.57689893,12.11974306,5.54,5.122532936,G2V         ,0.641
10772,15334,20346,986,,          , ,3.29603814,39.28341373,186.2197393,5.97,-0.380128572,A2IV        ,0.056
10775,15338,20315,982,, 30    Per, ,3.29648106,44.02508193,197.6284585,5.49,-0.989247416,B8V...      ,-0.06
10789,15357,20606,993,,          , ,3.30069222,-28.797036,61.95786865,5.93,1.969517652,F3V+...     ,0.337
10799,15371,20807,1010,Gl 138   ,   Zet2Ret, ,3.3030936,-62.50793537,12.07875347,5.24,4.829889413,G1V         ,0.6
10808,15382,20610,994,, 15    Eri, ,3.30613767,-22.51114978,78.18608288,4.86,0.394352722,K0III       ,0.904
10809,15383,20559,992,, 95    Cet, ,3.30618855,-0.93014105,68.11989101,5.62,1.453630278,K1IV        ,1.05
10824,15404,20365,987,, 29    Per, ,3.31047801,50.22223526,161.8122977,5.16,-0.885057625,B3V         ,-0.073
10831,15411,20631,997,,          , ,3.31140901,-18.55964006,36.58982803,5.72,2.903198158,F3V         ,0.381
10836,15416,20468,991,,          , ,3.31217331,34.2226737,452.4886878,4.85,-3.428038632,K2II        ,1.491
10851,15444,20418,989,, 31    Per, ,3.31878291,50.09502752,147.4926254,5.05,-0.793851531,B5V         ,-0.067
10860,15457,20630,996,Gl 137   , 96Kap1Cet, ,3.32264969,3.36997055,9.159186664,4.82,5.01071545,G5Vvar      ,0.681
10871,15474,20720,1003,, 16Tau4Eri, ,3.32526935,-21.7579421,79.17656374,3.7,-0.792983247,M3/M4III    ,1.614
10874,15479,20729,1004,,          , ,3.32636198,-24.1228468,359.7122302,5.63,-2.14977602,M1III       ,1.663
10892,15510,20794,1008,Gl 139   ,          ,82 G. Eri,3.33145134,-43.07154929,6.059871531,4.26,5.347682914,G8V         ,0.711
10895,15514,20618,995,, 59    Ari, ,3.33217024,27.07130717,62.97229219,5.91,1.91425249,G8IV        ,0.86
10901,15520,20336,985,,          , ,3.33312687,65.65232717,245.7002457,4.74,-2.212027954,B2.5Vne     ,-0.108
10918,15547,19978,961,,          , ,3.33877233,77.73490142,80.90614887,5.44,0.900092354,A6V         ,0.211
10919,15549,20644,999,,          , ,3.33899063,29.04849835,196.4636542,4.47,-1.996411088,K2II-III    ,1.555
10973,15619,20791,1007,, 97Kap2Cet, ,3.35188072,3.67568149,89.04719501,5.7,0.951898781,G8.5III     ,0.964
10980,15627,20756,1005,, 61Tau1Ari, ,3.35378081,21.14714057,141.6430595,5.27,-0.485976495,B5IV        ,-0.067
10994,15643,20894,1016,,          , ,3.35667374,-23.63508924,129.0322581,5.5,-0.053491487,G8III       ,0.885
10998,15648,20677,1002,, 32    Per, ,3.35739087,43.32965174,47.61904762,4.96,1.571096474,A3V         ,0.051
11007,15669,20675,1001,,          , ,3.36454772,49.07105892,45.74565416,5.94,2.638250788,F6V         ,0.468
11026,15696,20825,1012,, 62    Ari, ,3.36996958,27.60757659,298.5074627,5.55,-1.824775965,G5III       ,1.1
11052,15737,20893,1015,, 63Tau2Ari, ,3.37924226,20.7421051,97.75171065,5.1,0.149378169,K3III       ,1.231
11072,15770,20809,1011,,          , ,3.38699344,49.2133301,191.5708812,5.32,-1.091647485,B5V         ,-0.076
11141,15861,21017,1022,, 64    Ari, ,3.40512911,24.72418789,70.52186178,5.5,1.258381154,K4III       ,1.19
11142,15863,20902,1017,, 33Alp Per,Mirphak,3.40537459,49.86124281,181.4882033,1.79,-4.504242006,F5Ib        ,0.481
11152,15876,20995,1019,,          , ,3.4082442,33.53601771,161.5508885,5.78,-0.261546755,A0V         ,-0.001
11163,15890,20797,1009,,          , ,3.41126703,64.58599618,383.1417625,5.13,-2.786797463,M0II        ,2.038
11170,15900,21120,1030,,  1Omi Tau, ,3.413566,9.02906504,64.85084306,3.61,-0.449578131,G8III       ,0.887
11211,15968,21722,1064,,          , ,3.42673707,-69.33659399,39.29273084,5.96,2.988438933,F3V         ,0.415
11253,16029,21430,1045,,          , ,3.43958881,-27.3176091,132.9787234,5.93,0.311089203,K0III       ,0.934
11284,16083,21364,1038,,  2Xi  Tau, ,3.45281136,9.7327724,68.11989101,3.73,-0.436369722,B9Vn        ,-0.082
11301,16112,21574,1054,,   Chi2For, ,3.45926826,-35.68133899,142.4501425,5.71,-0.058314439,K2III       ,1.284
11320,16142,21530,1050,,          , ,3.46693002,-11.28648689,104.3841336,5.74,0.646827545,K2III       ,1.102
11324,16147,21278,1034,,          , ,3.46751392,49.06293148,174.8251748,4.99,-1.223019856,B5V         ,-0.091
11338,16168,21402,1041,,          , ,3.4724111,33.80769703,105.1524711,5.72,0.610902585,A2V         ,0.048
11367,16210,21362,1037,,          , ,3.48119638,49.84844583,169.7792869,5.58,-0.569423526,B6Vn        ,-0.054
11380,16228,21291,1035,,          , ,3.48448178,59.94033461,1315.789474,4.21,-6.385932039,B9Ia        ,0.419
11392,16244,21428,1044,, 34    Per, ,3.48945286,49.50901919,171.2328767,4.67,-1.497935764,B3V         ,-0.096
11393,16245,22001,1083,Gl 143.2A,   Kap Ret, ,3.48949623,-62.93843436,21.43622722,4.71,3.05425824,F5IV-V      ,0.41
11402,16263,21688,1062,,          , ,3.4933396,-12.67474889,128.8659794,5.57,0.019308606,A5III/IV    ,0.171
11417,16281,21389,1040,,          , ,3.49854055,58.87875244,757.5757576,4.55,-4.847130344,A0Ia SB:    ,0.489
11419,16285,21882,1075,,          , ,3.49866523,-42.63425261,62.34413965,5.76,1.78602182,A5V         ,0.205
11421,16290,22676,1109,,          , ,3.49970162,-78.35178497,94.07337723,5.68,0.812666323,G8III       ,0.932
11423,16292,21447,1046,,          , ,3.50006398,55.45183695,58.58230814,5.09,1.251167606,A1V         ,0.022
11441,16322,21686,1061,,  4    Tau, ,3.50679886,11.33648129,127.8772379,5.14,-0.393966235,A0Vn        ,-0.041
11451,16335,21552,1052,, 35Sig Per, ,3.50957839,47.99517199,108.3423619,4.36,-0.813991495,K3III       ,1.367
11454,16339,21981,1081,,          , ,3.51024956,-47.3751741,113.507378,5.98,0.704879542,A2V         ,0.116
11455,16340,21551,1051,,          , ,3.51025893,48.10365477,266.6666667,5.82,-1.309843661,B8V         ,-0.033
11456,16341,21790,1070,, 17    Eri, ,3.51029163,-5.07516332,116.6861144,4.74,-0.59509589,B9Vs        ,-0.092
11467,16358,21755,1067,,          , ,3.51260973,6.18874381,158.4786054,5.93,-0.069853204,G8III       ,0.953
11474,16368,22252,1092,,          , ,3.51435624,-66.4897181,261.0966057,5.81,-1.27400613,B8V         ,-0.055
11475,16369,21754,1066,,  5    Tau, ,3.51454638,12.93668186,110.4972376,4.14,-1.076757104,K0II-III... ,1.112
11555,16470,21699,1063,,          , ,3.53571692,48.02353391,179.5332136,5.47,-0.800724024,B8IIIp Mn   ,-0.101
11570,16489,20084,965,,          , ,3.53880973,84.91136314,108.9324619,5.62,0.434213406,G3IIp...    ,0.894
11578,16499,21770,1069,, 36    Per, ,3.54064003,46.05704336,36.41660597,5.3,2.493502665,F4IIIvar    ,0.398
11586,16509,22231,1090,,          , ,3.54297683,-50.37884857,94.07337723,5.67,0.802666323,K3III       ,1.101
11587,16511,21933,1079,,  6    Tau, ,3.54331386,9.37355768,108.9324619,5.76,0.574213406,B9IV        ,-0.072
11593,16518,21856,1074,,          , ,3.54445047,35.46172039,502.5125628,5.91,-2.595734618,B1V         ,-0.084
11608,16537,22049,1084,Gl 144   , 18Eps Eri, ,3.549006,-9.45830584,3.218020917,3.73,6.192055687,K2V         ,0.881
11641,16591,21912,1078,,          , ,3.55972843,39.89959026,54.67468562,5.79,2.101068527,A5m         ,0.139
11646,16599,21819,1073,,          , ,3.56086163,54.97486087,67.98096533,5.98,1.818063364,A3V         ,0.114
11656,16611,22203,1088,, 19Tau5Eri, ,3.56312442,-21.63281597,90.74410163,4.26,-0.529092027,B9V         ,-0.106
11686,16664,22091,1086,,  7    Tau, ,3.574062,24.46447543,159.2356688,5.95,-0.060201781,A3V         ,0.123
11763,16780,22409,1098,,          , ,3.5993478,-11.19397792,116.2790698,5.56,0.232492256,G7III:      ,0.915
11782,16803,22470,1100,, 20    Eri, ,3.60483116,-17.46704107,145.137881,5.24,-0.56890389,B8/B9III    ,-0.117
11798,16826,22192,1087,, 37Psi Per, ,3.60815558,48.19270068,214.5922747,4.32,-2.338070417,B5Ve        ,-0.058
11810,16846,22468,1099,,          , ,3.61314132,0.58815498,28.96871379,5.82,3.510353935,G5IV/V +K1IV,0.885
11815,16852,22484,1101,Gl 147   , 10    Tau, ,3.61458859,0.40283316,13.71930306,4.28,3.593339751,F9V         ,0.575
11826,16870,22663,1106,,          , ,3.61824392,-40.27451075,67.20430108,4.57,0.433014656,K0III       ,1.023
11900,16989,22675,1108,,          , ,3.64145951,-7.39170945,119.760479,5.86,0.468432377,G5III:      ,0.98
11927,17027,22713,1111,, 21    Eri, ,3.65031269,-5.62570656,35.16174402,5.97,3.23964796,K1V         ,0.921
11973,17103,22796,1115,, 12    Tau, ,3.66420657,3.05684307,122.8501229,5.55,0.103122024,G6III:      ,0.931
12017,17167,22920,1121,, 22    Eri, ,3.67731475,-5.21069726,226.7573696,5.53,-1.247807053,B9IIIp Si   ,-0.145
12042,17203,22780,1113,,          , ,3.68551145,37.58026421,247.5247525,5.55,-1.418093174,B7Vn        ,-0.062
12107,17296,22649,1105,,          , ,3.70259638,63.21675891,159.4896332,5.06,-0.953662296,S5.3 SB:    ,1.651
12114,17304,23227,1134,,   Del For, ,3.70413865,-31.93839587,224.7191011,4.99,-1.768199945,B5III       ,-0.159
12117,17309,23016,1126,, 13    Tau, ,3.70526244,19.70028593,125.4705144,5.68,0.187291607,B9Vn        ,-0.016
12120,17313,22951,1123,, 40    Per, ,3.70628987,33.96503899,283.286119,4.97,-2.291126473,B0.5V       ,-0.048
12137,17342,22764,1112,,          , ,3.71187061,59.96938466,675.6756757,5.74,-3.408691423,K4Ib        ,1.736
12145,17351,23319,1143,,          , ,3.71392279,-37.31334485,54.52562704,4.59,0.906996657,K2IIICN...  ,1.191
12151,17358,22928,1122,, 39Del Per, ,3.71541169,47.7876533,161.8122977,3.01,-3.035057625,B5III SB    ,-0.125
12165,17378,23249,1136,Gl 150   , 23Del Eri, ,3.72082113,-9.76519868,9.043226623,3.53,3.748382928,K0IV        ,0.915
12175,17395,23281,1139,,          , ,3.72606623,-10.48561144,42.91845494,5.59,2.426779605,A5m         ,0.216
12205,17440,23817,1175,Gl 154.2 ,   Bet Ret, ,3.73654302,-64.80709398,30.57169061,3.85,1.423402721,K0IV SB     ,1.133
12211,17448,23180,1131,, 38Omi Per, ,3.73864623,32.28827325,452.4886878,3.84,-4.438038632,B1III       ,0.022
12217,17457,23363,1146,, 24    Eri, ,3.74180777,-1.16307844,200.4008016,5.24,-1.269497272,B7V         ,-0.088
12220,17460,23193,1133,,          , ,3.74205467,36.46020384,101.7293998,5.6,0.562767589,A2m         ,0.062
12241,17489,23288,1140,, 16    Tau, ,3.74672281,24.28957712,102.5641026,5.45,0.395023078,B7IV        ,-0.034
12251,17499,23302,1142,, 17    Tau, ,3.7479232,24.1134484,113.6363636,3.72,-1.557586639,B6III       ,-0.105
12255,17506,23413,1150,, 25    Eri, ,3.74901737,-0.29671559,107.7586207,5.56,0.397739881,K4III       ,1.411
12270,17527,23324,1144,, 18    Tau, ,3.75270189,24.83937337,112.7395716,5.66,0.399618099,B8V         ,-0.064
12271,17529,23230,1135,, 41Nu  Per, ,3.75323428,42.57854437,170.6484642,3.77,-2.39051192,F5IIvar     ,0.425
12273,17531,23338,1145,, 19    Tau, ,3.75346725,24.46737879,114.2857143,4.3,-0.989959735,B6V         ,-0.11
12276,17534,23719,1169,,          , ,3.75441089,-47.35945424,111.9820829,5.72,0.474257294,K1III       ,0.961
12298,17563,23466,1153,, 29    Tau, ,3.76123067,6.05002905,180.5054152,5.34,-0.942451176,B3V         ,-0.099
12305,17573,23408,1149,, 20    Tau, ,3.76377586,24.36785796,110.3752759,3.87,-1.344359012,B8III       ,-0.063
12310,17579,23432,1151,, 21    Tau, ,3.76512885,24.55462128,118.623962,5.76,0.389137873,B8V         ,-0.036
12314,17584,23300,1141,,          , ,3.76645697,45.68194432,318.4713376,5.66,-1.85535176,B6V         ,-0.08
12315,17585,23005,1124,,          , ,3.76689324,67.20188088,55.3709856,5.79,2.07358873,F0IV        ,0.347
12316,17587,23089,1129,,          , ,3.76731462,63.34506772,245.0980392,4.78,-2.166699185,A3V...      ,0.747
12320,17593,23614,1162,, 26Pi  Eri, ,3.76902844,-12.1017353,152.4390244,4.43,-1.485480803,M1III       ,1.604
12322,17595,23526,1159,,          , ,3.76926774,6.80365522,103.3057851,5.91,0.839376787,G9III       ,0.992
12332,17608,23480,1156,, 23    Tau, ,3.77210009,23.94846207,110.1321586,4.14,-1.069570757,B6IV        ,-0.051
12338,17618,23738,1171,,   Sig For, ,3.77428437,-29.33816606,101.010101,5.91,0.888175973,A2V         ,0.11
12357,17651,23754,1173,Gl 155   , 27Tau6Eri, ,3.78083028,-23.248438,17.9243592,4.22,2.952781807,F3/F5V      ,0.434
12376,17678,24512,1208,,   Gam Hyi, ,3.78728653,-74.23924251,65.65988181,3.26,-0.826500483,M2III       ,1.59
12393,17702,23630,1165,, 25Eta Tau,Alcyone,3.79140671,24.10524193,112.7395716,2.85,-2.410381901,B7III       ,-0.086
12403,17717,23878,1181,, 28Tau7Eri, ,3.79433898,-23.87479582,83.47245409,5.24,0.63228409,A1V         ,0.075
12420,17738,23940,1184,,   Rho For, ,3.79889527,-30.16732063,86.58008658,5.52,0.832909921,G6III       ,0.973
12444,17771,23793,1174,, 30    Tau, ,3.80451445,11.14336637,173.3102253,5.08,-1.114120934,B3V         ,-0.125
12447,17776,23753,1172,,          , ,3.80577895,23.42136355,103.7344398,5.44,0.36038517,B8V         ,-0.067
12464,17798,23978,1187,,          , ,3.80992305,-20.90293608,254.4529262,5.81,-1.218037248,K5III       ,1.602
12466,17797,24071,1189,,          , ,3.80995081,-37.62012878,49.43153732,4.3,0.829979414,A+...       ,-0.038
12471,17805,23887,1182,,          , ,3.81081008,0.22787124,151.9756839,5.91,0.001129468,K3III       ,1.224
12502,17846,23728,1170,,          , ,3.818923,43.96302293,69.3000693,5.95,1.746331655,A9IV        ,0.279
12503,17847,23850,1178,, 27    Tau, ,3.81936977,24.05352412,116.6861144,3.62,-1.71509589,B8III       ,-0.07
12506,17851,23862,1180,, 28    Tau, ,3.81977891,24.13682565,118.7648456,5.05,-0.323439543,B7p         ,-0.082
12509,17854,23277,1138,,          , ,3.82047243,70.87120237,99.8003992,5.4,0.404338608,A2m         ,0.096
12522,17874,24160,1195,,          , ,3.82424469,-36.2001125,64.35006435,4.17,0.127255072,G8III       ,0.927
12528,17884,23475,1155,,          , ,3.82535706,65.52600645,295.8579882,4.39,-2.965416499,M1III       ,1.87
12529,17886,23848,1177,, 42    Per, ,3.82575068,33.09138142,91.24087591,5.14,0.339052771,A3V         ,0.057
12532,17891,23523,1158,,          , ,3.82683922,63.29710438,70.87172218,5.82,1.567635069,A5Vn        ,0.189
12559,17932,23838,1176,,          , ,3.83456984,44.96792105,106.2699256,5.65,0.517948117,G2III...    ,0.779
12579,17954,23985,1188,,          , ,3.83858744,25.57964862,58.96226415,5.24,1.38712924,A2V         ,0.231
12583,17959,23401,1148,,   Gam Cam, ,3.83929883,71.33236777,102.7749229,4.59,-0.469435799,A2IVn       ,0.064
12668,18081,24131,1191,,          , ,3.86492121,34.3591292,317.4603175,5.78,-1.728447231,B1V         ,-0.036
12673,18089,24263,1199,, 31    Tau, ,3.86672901,6.53491424,215.9827214,5.66,-1.012095045,B5V         ,0.046
12712,18141,24388,1202,, 30    Eri, ,3.87823723,-5.36124167,154.0832049,5.48,-0.458776516,B8+...      ,-0.09
12734,18170,24357,1201,,          , ,3.88609957,17.32715595,41.42502071,5.97,2.883686329,F4V         ,0.354
12755,18199,24706,1216,,          , ,3.8925844,-46.8935886,110.3752759,5.93,0.715640988,K3III       ,1.22
12764,18212,24240,1198,,          , ,3.89407502,48.65056848,131.9261214,5.76,0.158346028,K0III       ,1.04
12765,18213,24626,1214,,          , ,3.8941456,-34.73229529,108.8139282,5.11,-0.073422443,B6/B7V      ,-0.133
12768,18216,24587,1213,, 33Tau8Eri, ,3.89518971,-24.61221253,118.2033097,4.64,-0.723148185,B5V         ,-0.136
12769,18217,24141,1192,,          , ,3.89533125,57.97536931,52.24660397,5.8,2.209709667,A5m         ,0.182
12791,18246,24398,1203,, 44Zet Per, ,3.90219957,31.88365776,301.2048193,2.84,-4.554309581,B1Ib        ,0.271
12796,18255,24554,1211,, 32    Eri, ,3.90485739,-2.95473348,105.7082452,4.46,-0.660544318,G8III       ,0.672
12799,18262,24744,1219,,          , ,3.90643845,-40.357029,158.2278481,5.7,-0.296414609,K0III...    ,0.599
12856,18339,24712,1217,,          , ,3.92115938,-12.09905104,48.9955904,5.99,2.539215024,Ap SrEu(Cr) ,0.323
12895,18396,24504,1207,,          , ,3.93282163,47.87147012,259.0673575,5.39,-1.677063477,B6V         ,-0.073
12921,18434,24640,1215,,          , ,3.94130224,35.0809084,297.6190476,5.49,-1.878303613,B1.5V       ,-0.058
12932,18453,24546,1210,, 43    Per, ,3.94345438,50.69569169,40.7996736,5.28,2.226716556,F5IV        ,0.425
12946,18471,24740,1218,, 32    Tau, ,3.94778688,22.47825021,44.82294935,5.62,2.362497851,F2IV        ,0.345
12956,18488,24480,1205,,          , ,3.95230352,61.10891703,568.1818182,4.99,-3.782436661,K3I-II      ,1.435
12966,18505,24479,1204,,          , ,3.95706542,63.07224944,103.626943,4.95,-0.127363433,B9.5V       ,-0.074
12986,18532,24760,1220,, 45Eps Per, ,3.96422809,40.01027315,165.0165017,2.9,-3.187636879,B0.5V       ,-0.199
12992,18543,25025,1231,, 34Gam Eri, ,3.96714724,-13.50824471,67.79661017,2.97,-1.186039898,M1IIIb Ca-1 ,1.588
13027,18597,25422,1247,,   Del Ret, ,3.97909374,-61.40015059,162.601626,4.56,-1.495624421,M2III       ,1.59
13033,18606,25069,1232,,          , ,3.98122812,-5.46952376,43.70629371,5.85,2.647280101,G9V         ,1.001
13038,18614,24912,1228,, 46Xi  Per, ,3.98274992,35.79102701,543.4782609,3.98,-4.695910885,O7.5Iab:    ,0.016
13061,18647,25165,1235,,          , ,3.99170349,-12.57433214,273.2240437,5.61,-1.572594573,K4III       ,1.479
13077,18673,25267,1240,, 36Tau9Eri, ,3.99874336,-24.01625677,101.5228426,4.62,-0.412818848,Ap Si       ,-0.121
13109,18723,25371,1246,,          , ,4.01128429,-30.49070974,110.0110011,5.93,0.722819416,A1V         ,0.036
13110,18724,25204,1239,, 35Lam Tau, ,4.01133906,12.49037571,113.507378,3.41,-1.865120458,B3V + A     ,-0.099
13116,18735,25202,1238,,          , ,4.01352385,18.19406866,45.47521601,5.89,2.601126147,F4V...      ,0.319
13121,18744,25705,1264,,   Gam Ret, ,4.01494584,-62.15936923,150.3759398,4.48,-1.405891773,M4III       ,1.5
13142,18772,25728,1266,,   Iot Ret, ,4.0216864,-61.07905148,101.5228426,4.97,-0.062818848,K4III       ,1.386
13151,18788,25340,1244,, 35    Eri, ,4.02556496,-1.54962625,138.8888889,5.28,-0.433337518,B5V         ,-0.133
13161,18805,25330,1243,,          , ,4.02948139,9.99801393,173.3102253,5.67,-0.524120934,B5V         ,0.005
13200,18859,25457,1249,Gl 159   ,          , ,4.04351575,-0.26831052,19.23076923,5.37,3.950016718,F5V         ,0.516
13237,18907,25490,1251,, 38Nu  Tau, ,4.05260466,5.98930909,39.61965135,3.91,0.920446753,A1V         ,0.032
13274,18957,25558,1253,, 40    Tau, ,4.06238995,5.43563754,320.5128205,5.32,-2.20922703,B3V         ,-0.08
13284,18975,25570,1254,,          , ,4.06569585,8.19720135,35.97122302,5.45,2.67022398,F2V         ,0.371
13298,18993,25621,1257,,          , ,4.06938545,2.82725258,34.63803256,5.36,2.662233919,F6IV        ,0.505
13312,19009,25555,1252,, 36    Tau, ,4.07268713,24.1060264,292.3976608,5.46,-1.86986947,G0III...    ,0.813
13314,19011,25723,1265,,          , ,4.072974,-12.79233884,123.1527094,5.62,0.167780146,K1III       ,1.062
13319,19018,25291,1242,,          , ,4.07421213,59.15550819,531.9148936,5,-3.629210754,F0II        ,0.495
13335,19038,25604,1256,, 37    Tau, ,4.07823829,22.0820679,55.43237251,4.36,0.641182666,K0III       ,1.064
13364,19076,25680,1262,Gl 160   , 39    Tau, ,4.08893042,22.00922152,16.72520488,5.9,4.783142767,G5V         ,0.62
13380,19095,25945,1275,Wo 9143  ,          , ,4.09369552,-27.65203636,43.17789292,5.58,2.403692775,F0IV/V      ,0.324
13403,19129,25274,1241,,          , ,4.10088065,68.67996526,191.2045889,5.88,-0.527491556,K2III       ,1.543
13429,19167,25642,1261,, 47Lam Per, ,4.10973758,50.35135022,106.2699256,4.25,-0.882051883,A0IVn       ,-0.011
13430,19171,25823,1268,, 41    Tau, ,4.11011055,27.60002519,151.5151515,5.18,-0.722280322,B9p Si      ,-0.124
13456,19205,25867,1269,, 42Psi Tau, ,4.11681038,29.00128762,27.57859901,5.21,3.007138999,F1V         ,0.359
13509,19284,26038,1280,,          , ,4.13316983,17.33992101,105.7082452,5.89,0.769455682,K5III       ,1.497
